,IATA,Description,ID
5391,ZBL,"Biloela, Australia: Biloela (Thangool)",16289
5392,THN,"Trollhattan, Sweden: Trollhattan Vanersborg",15199
5393,THP,"Thermopolis, WY: Hot Springs County Thermopolis Municipal",15200
5394,THR,"Tehran, Iran: Mehrabad International",15201
5395,THU,"Thule, Greenland: Thule Air Base",15202
5396,THV,"York, PA: York Airport",15203
5397,THZ,"Tahoua, Niger: Tahoua Airport",15204
5398,TIA,"Tirana, Albania: Tirana International",15205
5399,TIC,"Tinak, Marshall Islands: Tinak Airport",16401
5400,TIE,"Tippi, Ethiopia: Tippi Airport",15207
5401,TIF,"Taif, Saudi Arabia: Taif International",15208
5402,TIH,"Tikehau, French Polynesia: Tikehau Airport",15209
5403,TIJ,"Tijuana, Mexico: General Abelardo L. Rodriguez International",15210
5404,TIK,"Oklahoma City, OK: Tinker AFB",15211
5405,TIM,"Tembagapura, Indonesia: Mozes Kilangin",15212
5406,TIN,"Tindouf, Algeria: Tindouf Airport",15213
5407,TIP,"Tripoli, Libya: Tripoli International",15214
5408,TIQ,"Tinian, TT: Tinian International",15215
5409,TIR,"Tirupati, India: Tirupati Airport",15216
5410,TIS,"Thursday Island, Australia: Horn Island",15217
5411,TIU,"Timaru, New Zealand: Timaru Airport",15218
5412,TIV,"Tivat, Montenegro: Tivat Airport",15219
5413,TIW,"Tacoma, WA: Tacoma Narrows",15220
5414,TIX,"Titusville, FL: Space Coast Regional",15221
5415,TIY,"Tidjikja, Mauritania: Tidjikja Airport",15222
5416,TIZ,"Tari, Papua New Guinea: Tari Airport",15223
5417,TJA,"Tarija, Bolivia: Cap Av Oriel Lea Plaza International",15224
5418,TJI,"Trujillo, Honduras: Trujillo Airport",15225
5419,TJM,"Tyumen, Russia: Roshchino",15226
5420,TK1,"Ankara, Turkey: Murted",15227
5421,TKA,"Talkeetna, AK: Talkeetna Airport",15228
5422,TKC,"Tiko, Cameroon: Tiko Airport",15229
5423,TKD,"Takoradi, Ghana: Takoradi Airport",15230
5424,TKE,"Tenakee, AK: Tenakee Airport",15231
5425,TKF,"Truckee, CA: Truckee Tahoe",15232
5426,TKG,"Bandar Lampung, Indonesia: Branti",15233
5427,TKH,"Takhli, Thailand: Takhli Airport",15234
5428,TKI,"Tokeen, AK: Tokeen Airport",15235
5429,TKJ,"Tok, AK: Tok Junction",15236
5430,TKK,"Chuuk, Federated States of Micronesia: Chuuk International",15237
5431,TKL,"Taku Lodge, AK: Taku Seaplane Base",15238
5432,TKM,"Tikal, Guatemala: Tikal Airport",15239
5433,TKQ,"Kigoma, Tanzania: Kigoma Airport",15240
5434,TKR,"Thakurgaon, Bangladesh: Thakurgaon Stol Port",15241
5435,TKS,"Tokushima, Japan: Tokushima Airport",15242
5436,TKT,"Tak, Thailand: Tak Airport",15243
5437,TKU,"Turku, Finland: Turku Airport",15244
5438,TLA,"Teller, AK: Teller Airport",15245
5439,TLC,"Toluca, Mexico: Licenciado Adolfo Lopez Mateos International",15246
5440,TLE,"Tulear, Madagascar: Tulear Airport",15247
5441,TLF,"Telida, AK: Telida Airport",15248
5442,TLH,"Tallahassee, FL: Tallahassee International",15249
5443,TLJ,"Tatalina, AK: Tatalina LRRS",15250
5444,TLL,"Tallinn, Estonia: Lennart Meri Tallinn",15252
5445,TLM,"Tlemcen, Algeria: Zenata-Messali El Hadj",15253
5446,TLN,"Toulon/Hyeres, France: Hyeres Le Palyvestre",15254
5447,TLR,"Tulare, CA: Mefford Field",15255
5448,TLS,"Toulouse, France: Toulouse Blagnac",15256
5449,TLT,"Tuluksak, AK: Tuluksak Airport",15257
5450,TLV,"Tel Aviv, Israel: Ben Gurion",15258
5451,TMA,"Tifton, GA: Henry Tift Myers",15259
5452,TMB,"Miami, FL: Miami Executive",15260
5453,TMD,"Timbedra, Mauritania: Timbedra Airport",15261
5454,TMI,"Tumlingtar, Nepal: Tumlingtar Airport",15262
5455,TML,"Tamale, Ghana: Tamale Airport",15263
5456,TMM,"Tamatave, Madagascar: Toamasina",15264
5457,TMP,"Tampere, Finland: Tampere-Pirkkala",15265
5458,TMR,"Tamanrasset, Algeria: Aguemar",15266
5459,TMS,"Sao Tome Island, Sao Tome and Principe: Salazar",15267
5460,TMT,"Trombetas, Brazil: Trombetas Airport",15268
5461,TMU,"Tambor, Costa Rica: Tambor Airport",16535
5462,TMW,"Tamworth, Australia: Tamworth Airport",15269
5463,TN1,"Lebanon, TN: Lebanon Municipal",15270
5464,TN2,"Sparta, TN: Upper Cumberland Regional",15271
5465,TN3,"Lewisburg, TN: Ellington",15272
5466,TN4,"Pulaski, TN: Abernathy Field",15273
5467,TN5,"Lafayette, TN: Lafayette Municipal",16695
5468,TN6,"Dyersburg, TN: Dyersburg Regional",15275
5469,TN7,"Winchester, TN: Winchester Municipal",15276
5470,TN8,"Nashville, TN: John C Tune",12574
5471,TN9,"Sevierville, TN: Gatlinburg-Pigeon Forge",16509
5472,TNA,"Jinan, China: Yaoqiang",15277
5473,TNC,"Tin City, AK: Tin City LRRS",15278
5474,TNE,"Tanegashima, Japan: Tanegashima Airport",15279
5475,TNG,"Tangier, Morocco: Tanger Ibn Batouta International",15280
5476,TNJ,"Tandjungpinang, Indonesia: Kidjang",15281
5477,TNK,"Tununak, AK: Tununak Airport",15282
5478,TNN,"Tainan, Taiwan: Tainan Airport",15283
5479,TNO,"Tamarindo, Costa Rica: Tamarindo de Santa Cruz",16667
5480,TNP,"Twentynine Palms, CA: Twentynine Palms Airport",15284
5481,TNR,"Antananarivo, Madagascar: Ivato",15285
5482,TNT,"Miami, FL: Dade-Collier Training and Transition",15286
5483,TNU,"Newton, IA: Newton Municipal Earl Johnson Field",15287
5484,TNX,"Stung Treng, Cambodia: Stung Treng Airport",15288
5485,TOA,"Torrance, CA: Zamperini Field",15289
5486,TOB,"Tobruk, Libya: Tobruk Airport",15290
5487,TOD,"Pulau Tioman, Malaysia: Pulau Tioman Airport",16402
5488,TOE,"Tozeur, Tunisia: Nefta",15292
5489,TOG,"Togiak, AK: Togiak Airport",15293
5490,TOI,"Troy, AL: Troy Municipal at N Kenneth Campbell Field",16536
5491,TOJ,"Madrid, Spain: Torrejon AFB",15294
5492,TOL,"Toledo, OH: Toledo Express",15295
5493,TOM,"Tombouctou, Mali: Tombouctou Airport",15296
5494,TOP,"Topeka, KS: Philip Billard Municipal",15297
5495,TOQ,"Tocopilla, Chile: Barriles",15298
5496,TOR,"Torrington, WY: Torrington Municipal",15299
5497,TOS,"Tromso, Norway: Langnes",15300
5498,TOU,"Touho, New Caledonia: Touho Airport",15301
5499,TOV,"Tortola, British Virgin Islands: Tortola West End Seaplane Base",15302
5500,TOY,"Toyama, Japan: Toyama Airport",15303
5501,TPA,"Tampa, FL: Tampa International",15304
5502,TPB,"Topeka, KS: Allen Air Park",15305
5503,TPE,"Taipei, Taiwan: Taiwan Taoyuan International",15306
5504,TPF,"Tampa, FL: Peter O'Knight",15307
5505,TPH,"Tonopah, NV: Tonopah Airport",15308
5506,TPI,"Tapini, Papua New Guinea: Tapini Airport",15309
5507,TPL,"Temple, TX: Draughon-Miller Central Texas Regional",15310
5508,TPP,"Tarapoto, Peru: Tarapoto Airport",15312
5509,TPQ,"Tepic, Mexico: Tepic Airport",15313
5510,TPR,"Tom Price, Australia: Tom Price Airport",15314
5511,TPS,"Trapani/Marsala, Italy: Trapani/Birgi",15315
5512,TRB,"Turbo, Colombia: Turbo Airport",15316
5513,TRC,"Torreon, Mexico: Torreon International",15317
5514,TRD,"Trondheim, Norway: Vaernes",15318
5515,TRE,"Tiree Island, United Kingdom: Tiree Island Airport",15319
5516,TRF,"Sandefjord, Norway: Torp",15320
5517,TRG,"Tauranga, New Zealand: Tauranga Airport",15321
5518,TRH,"Trona, CA: Trona Airport",15322
5519,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",15323
5520,TRK,"Tarakan, Indonesia: Juwata",15324
5521,TRL,"Terrell, TX: Terrell Municipal",16791
5522,TRM,"Thermal, CA: Jacqueline Cochran Regional",15325
5523,TRN,"Turin, Italy: Torino",15326
5524,TRO,"Taree, Australia: Taree Airport",15327
5525,TRR,"Trincomalee, Sri Lanka: China Bay",15328
5526,TRS,"Trieste, Italy: Trieste Airport",15329
5527,TRU,"Trujillo, Peru: Capitan Carlos Martinez de Pinillos",15331
5528,TRV,"Trivandrum, India: Thiruvananthapuram International",15332
5529,TRW,"Tarawa, Kiribati: Bonriki International",15333
5530,TRZ,"Trichinopoly, India: Tiruchirappalli International",15334
5531,TSA,"Taipei, Taiwan: Taipei Songshan",15335
5532,TSB,"Tsumeb, Namibia: Tsumeb Airport",15336
5533,TSE,"Astana, Kazakhstan: Nursultan Nazarbayev International",15337
5534,TSF,"Venice, Italy: Treviso",15338
5535,TSG,"Tanacross, AK: Tanacross Airport",15339
5536,TSH,"Tshikapa, Congo (Kinshasa): Tshikapa Airport",15340
5537,TSJ,"Tsushima, Japan: Tsushima Airport",15341
5538,TSM,"Taos, NM: Taos Regional",15342
5539,TSN,"Tianjin, China: Binhai",15343
5540,TSP,"Tehachapi, CA: Tehachapi Municipal",15344
5541,TSR,"Timisoara, Romania: Traian Vuia",15345
5542,TSS,"New York, NY: East 34th Street Heliport",15346
5543,TSV,"Townsville, Australia: Townsville Airport",15348
5544,TTB,"Tortoli, Italy: Tortoli Arbatax",15349
5545,TTC,"Taltal, Chile: Argolla",15350
5546,TTD,"Troutdale, OR: Portland Troutdale",15351
5547,TTG,"Tartagal, Argentina: Tartagal Airport",15352
5548,TTH,"Thumrait, Oman: Thumrait Airport",15353
5549,TTJ,"Tottori, Japan: Tottori Airport",15354
5550,TTL,"Turtle Island, Fiji: Turtle Island Airport",15355
5551,TTN,"Trenton, NJ: Trenton Mercer",15356
5552,TTS,"Tsaratanana, Madagascar: Tsaratanana Airport",15358
5553,TTT,"Taitung, Taiwan: Fongnian",15359
5554,TTU,"Tetuan, Morocco: Tetouan/Sania Ramel",15360
5555,TUA,"Tulcan, Ecuador: Tulcan Airport",15361
5556,TUB,"Tubuai Island, French Polynesia: Tubuai Is Fr. Polynesia",15362
5557,TUC,"Tucuman, Argentina: Tucuman Airport",15363
5558,TUD,"Tambacounda, Senegal: Tambacounda Airport",15364
5559,TUF,"Tours, France: Tours Val de Loire",15365
5560,TUG,"Tuguegarao, Philippines: Tuguegarao Airport",15366
5561,TUH,"Tullahoma, TN: Arnold AFB",15367
5562,TUI,"Turaif, Saudi Arabia: Turaif Airport",15368
5563,TUK,"Turbat, Pakistan: Turbat International",15369
5564,TUL,"Tulsa, OK: Tulsa International",15370
5565,TUM,"Tumut, Australia: Tumut Airport",15371
5566,TUN,"Tunis, Tunisia: Carthage",15372
5567,TUO,"Taupo, New Zealand: Taupo Airport",15373
5568,TUP,"Tupelo, MS: Tupelo Regional",15374
5569,TUR,"Tucurui, Brazil: Tucurui Airport",15375
5570,TUS,"Tucson, AZ: Tucson International",15376
5571,TUT,"Tauta, Papua New Guinea: Tauta Airport",15377
5572,TUU,"Tabuk, Saudi Arabia: Prince Sultan Bin Abdulaziz",15378
5573,TVA,"Morafenobe, Madagascar: Morafenobe Airport",15379
5574,TVC,"Traverse City, MI: Cherry Capital",15380
5575,TVF,"Thief River Falls, MN: Thief River Falls Regional",15381
5576,TVI,"Thomasville, GA: Thomasville Regional",15382
5577,TVL,"Lake Tahoe, CA: Lake Tahoe Airport",15383
5578,TVU,"Taveuni, Fiji: Matei",15384
5579,TWA,"Twin Hills, AK: Twin Hills Airport",15385
5580,TWB,"Toowoomba, Australia: Toowoomba Airport",15386
5581,TWD,"Port Townsend, WA: Jefferson County International",15387
5582,TWE,"Taylor, AK: Taylor Airport",15388
5583,TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",15389
5584,TWH,"Two Harbors, CA: Two Harbors Airport",15390
5585,TWU,"Tawau, Malaysia: Tawau Airport",15392
5586,TX1,"Mesquite, TX: Mesquite Metro",15393
5587,TX2,"Denver City, TX: Denver City Airport",15394
5588,TX3,"Port Isabel, TX: Port Isabel - Cameron County",15395
5589,TX4,"Ballinger, TX: Bruce Field",15396
5590,TX5,"Cleburne, TX: Cleburne Regional",15397
5591,TX6,"Horseshoe Bay, TX: Horseshoe Bay Resort",15398
5592,TX7,"Post, TX: Post Garza County Municipal",15399
5593,TX8,"Slaton, TX: Slaton Municipal",16412
5594,TX9,"Winters, TX: Winters Municipal",16549
5595,TXG,"Taichung, Taiwan: Taichung Airport",15400
5596,TXK,"Texarkana, AR: Texarkana Regional-Webb Field",15401
5597,TXL,"Berlin, Germany: Tegel",15402
5598,TXN,"Tunxi, China: Tunxi Airport",15403
5599,TXU,"Tabou, Cote d'Ivoire: Tabou Airport",15404
5600,TYB,"Tibooburra, Australia: Tibooburra Airport",15405
5601,TYE,"Tyonek, AK: Tyonek Airport",15406
5602,TYL,"Talara, Peru: Capitan FAP Victor Montes International",15408
5603,TYM,"Exuma, The Bahamas: Staniel Cay",16825
5604,TYN,"Taiyuan, China: Wusu",15409
5605,TYO,"Tokyo, Japan: Tokyo Metropolitan Area",15410
5606,TYR,"Tyler, TX: Tyler Pounds Regional",15411
5607,TYS,"Knoxville, TN: McGhee Tyson",15412
5608,TYZ,"Taylor, AZ: Taylor Airport",15413
5609,TZA,"Belize City, Belize: Belize Municipal",15414
5610,TZF,"Maya Beach, Belize: Maya Beach Airport",15415
5611,TZL,"Tuzla, Bosnia and Herzegovina: Tuzla Airport",15416
5612,TZN,"Congo Town, The Bahamas: Congo Town Airport",15417
5613,TZX,"Trabzon, Turkey: Trabzon Airport",15418
5614,U36,"Aberdeen, ID: Aberdeen Municipal",16431
5615,UAB,"Adana, Turkey: Incirlik AB",15419
5616,UAH,"Ua Huka, French Polynesia: Ua Huka Airport",15420
5617,UAK,"Narsarsuaq, Greenland: Narsarsuaq Airport",15421
5618,UAM,"Guam, TT: Andersen AFB",15422
5619,UAQ,"San Juan, Argentina: San Juan Airport",15423
5620,UAS,"Samburu, Kenya: Samburu Airport",15424
5621,UAX,"Uaxactun, Guatemala: Uaxactun Airport",15425
5622,UBA,"Uberaba, Brazil: Mario de Almeida Franco",15426
5623,UBF,"Chatham, MA: Chatham Municipal",15427
5624,UBJ,"Ube, Japan: Yamaguchi Ube",15428
5625,UBP,"Ubon Ratchathani, Thailand: Ubon Ratchathani Airport",15429
5626,UBS,"Columbus, MS: Columbus-Lowndes County",15430
5627,UCA,"Utica/Rome, NY: Oneida County",15431
5628,UCY,"Union City, TN: Everett-Stewart Regional",15433
5629,UDD,"Bermuda Dunes, CA: Bermuda Dunes Airport",15434
5630,UDG,"Darlington, SC: Darlington County",15435
5631,UDI,"Uberlandia, Brazil: Uberlandia Airport",15436
5632,UDJ,"Zakarpattia, Ukraine: Uzhhorod International",16763
5633,UDR,"Udaipur, India: Udaipur Airport",15437
5634,UEL,"Quelimane, Mozambique: Quelimane Airport",15438
5635,UEO,"Kumejima, Japan: Kumejima Airport",15439
5636,UES,"Waukesha, WI: Waukesha County",15440
5637,UET,"Quetta, Pakistan: Samungli International",15441
5638,UFA,"Ufa, Russia: Ufa Airport",15442
5639,UGA,"Ugashik, AK: Ugashik Airport",15443
5640,UGA,"Ugashik, AK: Ugashik Airport",15448
5641,UGS,"Ugashik, AK: Ugashik Airport",15443
5642,UGS,"Ugashik, AK: Ugashik Airport",15448
5643,UGB,"Pilot Point, AK: Ugashik Bay",15444
5644,UGC,"Urgench, Uzbekistan: Urgench Airport",15445
5645,UGI,"Uganik, AK: Uganik Airport",15446
5646,UGN,"Waukegan, IL: Waukegan National",15447
5647,UHE,"Uherske Hradiste, Czech Republic: Uherske Hradiste Airport",15449
5648,UHF,"Upper Heyford, United Kingdom: Upper Heyford Airport",15450
5649,UIB,"Quibdo, Colombia: El Carano",15451
5650,UIH,"Qui Nhon, Vietnam: Phu Cat",15452
5651,UII,"Utila Island, Honduras: Utila Island Hond.",15453
5652,UIN,"Quincy, IL: Quincy Regional-Baldwin Field",15454
5653,UIO,"Quito, Ecuador: Old Mariscal Sucre International",15455
5654,UIP,"Quimper, France: Quimper Pluguffan",15456
5655,UK1,"Cranfield, United Kingdom: Cranfield Airport",16642
5656,UKB,"Kobe Honshu Island, Japan: Kobe",15457
5657,UKI,"Ukiah, CA: Ukiah Municipal",15458
5658,ULA,"San Julian, Argentina: San Julian Airport",15459
5659,ULC,"Santiago, Chile: Los Cerrillos",15460
5660,ULI,"Ulithi, Federated States of Micronesia: Ulithi Airport",15461
5661,ULM,"New Ulm, MN: New Ulm Municipal",15462
5662,ULN,"Ulan Bator, Mongolia: Chinggis Khaan International",15463
5663,ULQ,"Tulua, Colombia: Heriberto Gil Martinez",15464
5664,ULS,"Ulysses, KS: Ulysses Airport",15465
5665,ULY,"Ulyanovsk, Russia: Ulyanovsk Vostochny",15466
5666,UMB,"Umnak, AK: North Shore",15467
5667,UMD,"Uummannaq, Greenland: Uummannaq Airport",15468
5668,UME,"Umea, Sweden: Umea Airport",15469
5669,UMM,"Summit, AK: Summit Airport",15470
5670,UMR,"Woomera, Australia: Woomera Airport",15471
5671,UMT,"Umiat, AK: Umiat Airport",15472
5672,UMU,"Umuarama, Brazil: Umuarama Airport",15473
5673,UND,"Konduz, Afghanistan: Kunduz",15475
5674,UNG,"Kiunga, Papua New Guinea: Kiunga Airport",15476
5675,UNI,"Union Island, Saint Vincent and the Grenadines: Union Island Airport",15477
5676,UNK,"Unalakleet, AK: Unalakleet Airport",15478
5677,UNS,"Umnak, AK: Umnak Airport",15479
5678,UNT,"Unst, United Kingdom: Unst Airport",15480
5679,UOS,"Sewanee, TN: Franklin County",16419
5680,UOX,"Oxford, MS: University-Oxford",15481
5681,UPG,"Ujung Pandang, Indonesia: Hasanuddin",15482
5682,UPN,"Uruapan, Mexico: Uruapan Airport",15483
5683,UPP,"Upolo Point, HI: Upolu",15484
5684,UQE,"Queens, AK: The Queens",15485
5685,URA,"Uralsk, Kazakhstan: Uralsk Airport",15486
5686,URB,"Urubupunga, Brazil: Urubupunga Airport",15487
5687,URC,"Urumqi, China: Diwopu",15488
5688,URG,"Uruguaiana, Brazil: Rubem Berta",15489
5689,URO,"Boos, France: Rouen Vallee de Seine",15490
5690,URT,"Surat Thani, Thailand: Surat Thani Airport",15491
5691,URY,"Gurayat, Saudi Arabia: Guriat",15492
5692,USH,"Ushuaia, Argentina: Islas Malvinas",15493
5693,USI,"Usibelli, AK: Usi Belli Coal Mine",15494
5694,USM,"Koh Samui, Thailand: Samui",15495
5695,USN,"Ulsan, South Korea: Ulsan Airport",15496
5696,UST,"St. Augustine, FL: Northeast Florida Regional",15497
5697,UT1,"Heber, UT: Heber City Municipal - Russ McDonald Field",15498
5698,UTB,"Muttaburra, Australia: Muttaburra Airport",15499
5699,UTH,"Udon Thani, Thailand: Udon Thani Airport",15500
5700,UTK,"Utirik, Marshall Islands: Utirik Island",15501
5701,UTM,"Tunica, MS: Tunica Municipal",15502
5702,UTN,"Upington, South Africa: Upington International",15503
5703,UTO,"Utopia, AK: Indian Mountain LRRS",15504
5704,UTP,"Utapao, Thailand: U-Tapao Pattaya International",15505
5705,UTT,"Mthatha, South Africa: Mthatha Airport",15506
5706,UTW,"Queenstown, South Africa: Queenstown Airport",15507
5707,UUD,"Ulan-Ude, Russia: Mukhino",16439
5708,UUK,"Kuparuk, AK: North Kuparuk",15508
5709,UUS,"Yuzhno-Sakhalinsk, Russia: Khomutovo",15509
5710,UUU,"Manumu, Papua New Guinea: Manumu Airport",15510
5711,UVA,"Uvalde, TX: Garner Field",15511
5712,UVE,"Ouvea, New Caledonia: Ouvea Ouloup",15512
5713,UVF,"St. Lucia, Saint Lucia: Hewanorra International",15513
5714,UVL,"Kharja, Egypt: New Valley",15514
5715,UXA,"Lik Camp, AK: Lik Camp Airport",15515
5716,UXB,"Fassberg, Germany: Fassberg Airport",15516
5717,UXC,"Hawley, MN: Hawley Municipal",15517
5718,UXD,"Chowchilla, CA: Chowchilla Airport",15518
5719,UXE,"Faulkton, SD: Faulkton Municipal",15519
5720,UXF,"St. Anthony, ID: Stanford Field",15520
5721,UXG,"Dutch John, UT: Dutch John Airport",15521
5722,UXI,"Calder Bay, AK: Calder Bay Airport",15523
5723,UXJ,"Richmond, KY: Central Kentucky Regional",15524
5724,UXK,"Petaluma, CA: Petaluma Municipal",15525
5725,UXL,"Chariot, AK: Chariot Airport",15526
5726,UXM,"47-Mile Mine, AK: 47-Mile Mine Airport",15527
5727,UXN,"Prestonsburg, KY: Big Sandy Regional",15528
5728,UXO,"Fitchburg, MA: Fitchburg Municipal",15529
5729,UXP,"Bay St. Louis, MS: Stennis International",15530
5730,UXQ,"Gilze-Rijen, Netherlands: Gilze-Rijen Airport",15531
5731,UXR,"Monument Valley, UT: Monument Valley Airport",15532
5732,UXS,"Cimarron, KS: Cimarron Municipal",15533
5733,UXU,"Cheboygan, MI: Cheboygan County",15535
5734,UXV,"Enterprise, OR: Enterprise Municipal",15536
5735,UXW,"Cookeville, TN: Putnam County",15537
5736,UXX,"Hot Springs, MT: Hot Springs Airport",15538
5737,UXY,"Circle, MT: Circle Town County",15539
5738,UXZ,"Garrison, ND: Garrison Municipal",15540
5739,UY1,"Melilla, Uruguay: Angel S Adami",15541
5740,UYL,"Nyala, Sudan: Nyala Airport",15543
5741,UZU,"Curuzu Cuatia, Argentina: Curuzu Cuatia Airport",15544
5742,VA1,"Emporia, VA: Emporia Greensville Regional",15545
5743,VA2,"Chesapeake, VA: Chesapeake Regional",15546
5744,VA3,"Marion/Wytheville, VA: Mountain Empire",15547
5745,VA4,"Leesburg, VA: Leesburg Executive",15548
5746,VA5,"Richmond, VA: Hanover County Municipal",16528
5747,VA6,"Moneta, VA: Smith Mountain Lake",16697
5748,VA7,"Bridgewater, VA: Bridgewater Air Park",16721
5749,VA8,"Richmond, VA: Richmond Executive Chesterfield County",16774
5750,VAA,"Vaasa, Finland: Vaasa Airport",15549
5751,VAD,"Valdosta, GA: Moody AFB",15550
5752,VAF,"Valence, France: Valence Chabeuil",15552
5753,VAI,"Vanimo, Papua New Guinea: Vanimo Airport",15553
5754,VAK,"Chevak, AK: Chevak Airport",15554
5755,VAN,"Van, Turkey: Van Airport",15555
5756,VAO,"Suavanao, Solomon Islands: Suavanao Airport",15556
5757,VAR,"Varna, Bulgaria: Varna Airport",15557
5758,VAS,"Sivas, Turkey: Sivas Airport",15558
5759,VAV,"Vava'u, Tonga: Vava'u International",15559
5760,VBG,"Lompoc, CA: Vandenberg AFB",15561
5761,VBS,"Brescia, Italy: Brescia Montichiari",15562
5762,VBY,"Visby, Sweden: Visby Airport",15563
5763,VCA,"Can Tho, Vietnam: Can Tho International",15564
5764,VCB,"View Cove, AK: View Cove Airport",15565
5765,VCE,"Venice, Italy: Marco Polo International",15566
5766,VCP,"Sao Paulo, Brazil: Viracopos International",15567
